Quote#,Line,part_number,Process,Spec,minimum, Unit_Price ,Lead_Time, Line_Minimum ,Order_Minimum,Lot_charge,Vendor,Contact Email,notes,file location
8137,4,0042-98851,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Chromate Conversion,MIL-DTL-5541,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Chromate Conversion,MIL-DTL-5541,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Chromate Conversion,MIL-DTL-5541,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Chromate Conversion,MIL-DTL-5541,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Chromate Conversion,MIL-DTL-5541,Gleco Plating,cory@glecoplating.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Chromate Conversion,MIL-DTL-5541,Gleco Plating,cory@glecoplating.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Chromate Conversion,MIL-DTL-5541,Gleco Plating,cory@glecoplating.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Chromate Conversion,MIL-DTL-5541,Gleco Plating,cory@glecoplating.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Chromate Conversion,MIL-DTL-5541,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Chromate Conversion,MIL-DTL-5541,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Chromate Conversion,MIL-DTL-5541,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Chromate Conversion,MIL-DTL-5541,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Chromate Conversion,MIL-DTL-5541,Gleco Plating,cory@glecoplating.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Chromate Conversion,MIL-DTL-5541,Gleco Plating,cory@glecoplating.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Chromate Conversion,MIL-DTL-5541,Gleco Plating,cory@glecoplating.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Chromate Conversion,MIL-DTL-5541,Gleco Plating,cory@glecoplating.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,"Consolidated Metal Technologies, Inc.",dawn@cmtfinishing.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,Nxedge Inc.,Nxe-APC.Quotes@nxedge.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,Pentagon Technologies,quotecreate@pen-tec.com,YES,G:\Applied Materials\20250707 - 427075
8137,1,0041-12177,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,2,0041-25104,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,3,0042-98849,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
8137,4,0042-98851,Clean,0250-20000,AI Industries,slanouette@aiindustries.com,YES,G:\Applied Materials\20250707 - 427075
